time	zera	jedynki
1659	135139	128030
1660	135118	128051
1661	135154	128015
1662	135128	128041
1663	135148	128021
1664	135102	128067
1665	135152	128017
1666	135130	128039
1667	135142	128027
1668	135098	128071
1669	135195	127974
1670	135102	128067
1671	135123	128046
1672	135126	128043
1673	135158	128011
1674	135108	128061
1675	135147	128022
1676	135116	128053
1677	135160	128009
1678	135135	128034
1679	135128	128041
1680	135092	128077
1681	135192	127977
1682	135104	128065
1683	135142	128027
1684	135122	128047
1685	135146	128023
1686	135118	128051
1687	135157	128012
1688	135094	128075
1689	135155	128014
1690	135135	128034
1691	135138	128031
1692	135113	128056
1693	135172	127997
1694	135110	128059
1695	135127	128042
1696	135114	128055
1697	135175	127994
1698	135109	128060
1699	135156	128013
1700	135096	128073
1701	135161	128008
1702	135136	128033
1703	135115	128054
1704	135115	128054
1705	135183	127986
1706	135108	128061
1707	135127	128042
1708	135128	128041
1709	135163	128006
1710	135092	128077
1711	135175	127994
1712	135103	128066
1713	135159	128010
1714	135125	128044
1715	135120	128049
1716	135110	128059
1717	135182	127987
1718	135118	128051
1719	135130	128039
1720	135113	128056
1721	135157	128012
1722	135122	128047
1723	135155	128014
1724	135098	128071
1725	135158	128011
1726	135135	128034
1727	135135	128034
1728	135096	128073
1729	135182	127987
1730	135104	128065
1731	135132	128037
1732	135134	128035
1733	135154	128015
1734	135116	128053
1735	135146	128023
1736	135102	128067
1737	135168	128001
1738	135117	128052
1739	135142	128027
1740	135096	128073
1741	135189	127980
1742	135111	128058
1743	135125	128044
1744	135131	128038
1745	135147	128022
1746	135118	128051
1747	135162	128007
1748	135095	128074
1749	135155	128014
1750	135131	128038
1751	135129	128040
1752	135102	128067
1753	135194	127975
1754	135105	128064
1755	135125	128044
1756	135130	128039
1757	135161	128008
1758	135118	128051
1759	135141	128028
1760	135104	128065
1761	135161	128008
1762	135125	128044
1763	135133	128036
1764	135106	128063
1765	135177	127992
1766	135108	128061
1767	135149	128020
1768	135113	128056
1769	135164	128005
1770	135094	128075
1771	135166	128003
1772	135109	128060
1773	135146	128023
1774	135147	128022
1775	135115	128054
1776	135107	128062
1777	135187	127982
1778	135105	128064
1779	135131	128038
1780	135115	128054
1781	135167	128002
1782	135124	128045
1783	135150	128019
1784	135092	128077
1785	135155	128014
1786	135137	128032
1787	135126	128043
1788	135114	128055
1789	135190	127979
1790	135101	128068
1791	135128	128041
1792	135119	128050
1793	135160	128009
1794	135102	128067
1795	135163	128006
1796	135109	128060
1797	135162	128007
1798	135121	128048
1799	135137	128032
1800	135098	128071
1801	135178	127991
1802	135124	128045
1803	135128	128041
1804	135127	128042
1805	135143	128026
1806	135113	128056
1807	135161	128008
1808	135094	128075
1809	135168	128001
1810	135126	128043
1811	135132	128037
1812	135112	128057
1813	135180	127989
1814	135108	128061
1815	135116	128053
1816	135136	128033
1817	135163	128006
1818	135108	128061
1819	135156	128013
1820	135088	128081
1821	135172	127997
1822	135130	128039
1823	135134	128035
1824	135098	128071
1825	135181	127988
1826	135109	128060
1827	135135	128034
1828	135123	128046
1829	135151	128018
1830	135120	128049
1831	135153	128016
1832	135107	128062
1833	135153	128016
1834	135133	128036
1835	135129	128040
1836	135098	128071
1837	135194	127975
1838	135108	128061
1839	135127	128042
1840	135112	128057
1841	135167	128002
1842	135112	128057
1843	135152	128017
1844	135117	128052
1845	135147	128022
1846	135135	128034
1847	135128	128041
1848	135106	128063
1849	135189	127980
1850	135083	128086
1851	135149	128020
1852	135129	128040
1853	135149	128020
1854	135117	128052
1855	135150	128019
1856	135102	128067
1857	135161	128008
1858	135131	128038
1859	135132	128037
1860	135099	128070
1861	135183	127986
1862	135121	128048
1863	135126	128043
1864	135113	128056
1865	135164	128005
1866	135113	128056
1867	135161	128008
1868	135096	128073
1869	135153	128016
1870	135133	128036
1871	135125	128044
1872	135113	128056
1873	135187	127982
1874	135107	128062
1875	135120	128049
1876	135130	128039
1877	135168	128001
1878	135102	128067
1879	135165	128004
1880	135091	128078
1881	135163	128006
1882	135126	128043
1883	135124	128045
1884	135114	128055
1885	135169	128000
1886	135124	128045
1887	135137	128032
1888	135120	128049
1889	135155	128014
1890	135104	128065
1891	135161	128008
1892	135098	128071
1893	135171	127998
1894	135129	128040
1895	135121	128048
1896	135100	128069
1897	135187	127982
1898	135109	128060
1899	135129	128040
1900	135130	128039
1901	135159	128010
1902	135116	128053
1903	135150	128019
1904	135100	128069
1905	135147	128022
1906	135132	128037
1907	135149	128020
1908	135100	128069
1909	135186	127983
1910	135099	128070
1911	135131	128038
1912	135129	128040
1913	135147	128022
1914	135120	128049
1915	135151	128018
1916	135106	128063
1917	135162	128007
1918	135127	128042
1919	135130	128039
1920	135092	128077
1921	135202	127967
1922	135108	128061
1923	135129	128040
1924	135119	128050
1925	135155	128014
1926	135120	128049
1927	135145	128024
1928	135105	128064
1929	135165	128004
1930	135119	128050
1931	135132	128037
1932	135116	128053
1933	135181	127988
1934	135107	128062
1935	135126	128043
1936	135126	128043
1937	135161	128008
1938	135106	128063
1939	135163	128006
1940	135097	128072
1941	135145	128024
1942	135153	128016
1943	135128	128041
1944	135097	128072
1945	135181	127988
1946	135104	128065
1947	135145	128024
1948	135112	128057
1949	135165	128004
1950	135105	128064
1951	135163	128006
1952	135100	128069
1953	135162	128007
1954	135130	128039
1955	135115	128054
1956	135123	128046
1957	135178	127991
1958	135112	128057
1959	135122	128047
1960	135115	128054
1961	135169	128000
1962	135108	128061
1963	135159	128010
1964	135109	128060
1965	135154	128015
1966	135132	128037
1967	135131	128038
1968	135100	128069
1969	135183	127986
1970	135106	128063
1971	135134	128035
1972	135128	128041
1973	135150	128019
1974	135113	128056
1975	135155	128014
1976	135094	128075
1977	135177	127992
1978	135127	128042
1979	135131	128038
1980	135093	128076
1981	135189	127980
1982	135114	128055
1983	135121	128048
1984	135136	128033
1985	135146	128023
1986	135114	128055
1987	135159	128010
1988	135101	128068
1989	135158	128011
1990	135120	128049
1991	135143	128026
1992	135110	128059
1993	135175	127994
1994	135108	128061
1995	135124	128045
1996	135127	128042
1997	135163	128006
1998	135123	128046
1999	135153	128016
2000	135088	128081
2001	135159	128010
2002	135130	128039
2003	135134	128035
2004	135095	128074
2005	135193	127976
2006	135113	128056
2007	135132	128037
2008	135117	128052
2009	135159	128010
2010	135108	128061
2011	135154	128015
2012	135115	128054
2013	135154	128015
2014	135135	128034
2015	135112	128057
2016	135111	128058
2017	135192	127977
2018	135091	128078
2019	135146	128023
2020	135123	128046
2021	135158	128011
2022	135113	128056
2023	135152	128017
2024	135105	128064
2025	135144	128025
2026	135138	128031
2027	135138	128031
2028	135105	128064
2029	135180	127989
2030	135107	128062
2031	135134	128035
2032	135113	128056
2033	135172	127997
2034	135105	128064
2035	135151	128018
2036	135104	128065
2037	135162	128007
2038	135134	128035
2039	135121	128048
2040	135100	128069
2041	135193	127976
2042	135117	128052
2043	135126	128043
2044	135127	128042
2045	135143	128026
2046	135116	128053
2047	135166	128003
2048	135089	128080
2049	135164	128005
2050	135121	128048
2051	135134	128035
2052	135117	128052
2053	135173	127996
2054	135118	128051
2055	135126	128043
2056	135122	128047
2057	135163	128006
2058	135103	128066
2059	135162	128007
2060	135091	128078
2061	135168	128001
2062	135134	128035
2063	135126	128043
2064	135103	128066
2065	135179	127990
2066	135112	128057
2067	135124	128045
2068	135138	128031
2069	135160	128009
2070	135102	128067
2071	135154	128015
2072	135106	128063
2073	135160	128009
2074	135122	128047
2075	135138	128031
2076	135105	128064
2077	135187	127982
2078	135102	128067
2079	135130	128039
2080	135116	128053
2081	135154	128015
2082	135132	128037
2083	135154	128015
2084	135097	128072
2085	135150	128019
2086	135141	128028
2087	135133	128036
2088	135096	128073
2089	135193	127976
2090	135097	128072
2091	135136	128033
2092	135120	128049
2093	135155	128014
2094	135119	128050
2095	135141	128028
2096	135118	128051
2097	135164	128005
2098	135124	128045
2099	135129	128040
2100	135095	128074
2101	135194	127975
2102	135107	128062
2103	135132	128037
2104	135125	128044
2105	135153	128016
2106	135103	128066
2107	135167	128002
2108	135104	128065
2109	135151	128018
2110	135136	128033
2111	135129	128040
2112	135108	128061
2113	135177	127992
2114	135109	128060
2115	135128	128041
2116	135122	128047
2117	135167	128002
2118	135118	128051
2119	135154	128015
2120	135088	128081
2121	135164	128005
2122	135131	128038
2123	135122	128047
2124	135118	128051
2125	135174	127995
2126	135112	128057
2127	135137	128032
2128	135113	128056
2129	135167	128002
2130	135093	128076
2131	135173	127996
2132	135108	128061
2133	135154	128015
2134	135133	128036
2135	135118	128051
2136	135104	128065
2137	135185	127984
2138	135114	128055
2139	135124	128045
2140	135128	128041
2141	135159	128010
2142	135119	128050
2143	135152	128017
2144	135088	128081
2145	135165	128004
2146	135134	128035
2147	135134	128035
2148	135102	128067
2149	135184	127985
2150	135105	128064
2151	135127	128042
2152	135132	128037
2153	135157	128012
2154	135111	128058
2155	135146	128023
2156	135107	128062
2157	135164	128005
2158	135118	128051
2159	135147	128022
2160	135095	128074
2161	135186	127983
2162	135107	128062
2163	135137	128032
2164	135127	128042
2165	135138	128031
2166	135126	128043
2167	135158	128011
2168	135097	128072
2169	135152	128017
2170	135126	128043
2171	135135	128034
2172	135107	128062
2173	135194	127975
2174	135113	128056
2175	135114	128055
2176	135126	128043
2177	135164	128005
2178	135108	128061
2179	135154	128015
2180	135099	128070
2181	135165	128004
2182	135134	128035
2183	135118	128051
2184	135103	128066
2185	135190	127979
2186	135103	128066
2187	135149	128020
2188	135114	128055
2189	135160	128009
2190	135105	128064
2191	135152	128017
2192	135112	128057
2193	135149	128020
2194	135138	128031
2195	135127	128042
2196	135110	128059
2197	135178	127991
2198	135111	128058
2199	135131	128038
2200	135110	128059
2201	135170	127999
2202	135112	128057
2203	135158	128011
2204	135100	128069
2205	135149	128020
2206	135142	128027
2207	135126	128043
2208	135111	128058
2209	135187	127982
2210	135091	128078
2211	135135	128034
2212	135130	128039
2213	135155	128014
2214	135106	128063
2215	135162	128007
2216	135097	128072
2217	135169	128000
2218	135125	128044
2219	135131	128038
2220	135100	128069
2221	135177	127992
2222	135130	128039
2223	135123	128046
2224	135121	128048
2225	135150	128019
2226	135116	128053
2227	135156	128013
2228	135098	128071
2229	135168	128001
2230	135125	128044
2231	135136	128033
2232	135100	128069
2233	135184	127985
2234	135107	128062
2235	135116	128053
2236	135140	128029
2237	135165	128004
2238	135108	128061
2239	135157	128012
2240	135091	128078
2241	135166	128003
2242	135123	128046
2243	135132	128037
2244	135113	128056
2245	135176	127993
2246	135107	128062
2247	135135	128034
2248	135122	128047
2249	135150	128019
2250	135118	128051
2251	135164	128005
2252	135105	128064
2253	135152	128017
2254	135133	128036
2255	135123	128046
2256	135093	128076
2257	135200	127969
2258	135106	128063
2259	135132	128037
2260	135112	128057
2261	135163	128006
2262	135125	128044
2263	135144	128025
2264	135112	128057
2265	135147	128022
2266	135132	128037
2267	135137	128032
2268	135101	128068
2269	135186	127983
2270	135097	128072
2271	135140	128029
2272	135126	128043
2273	135157	128012
2274	135103	128066
2275	135154	128015
2276	135110	128059
2277	135158	128011
2278	135139	128030
2279	135121	128048
2280	135101	128068
2281	135187	127982
2282	135105	128064
2283	135138	128031
2284	135121	128048
2285	135159	128010
2286	135116	128053
2287	135152	128017
2288	135091	128078
2289	135166	128003
2290	135123	128046
2291	135130	128039
2292	135119	128050
2293	135179	127990
2294	135117	128052
2295	135115	128054
2296	135127	128042
2297	135166	128003
2298	135099	128070
2299	135170	127999
2300	135093	128076
2301	135153	128016
2302	135139	128030
2303	135129	128040
2304	135101	128068
2305	135174	127995
2306	135122	128047
2307	135139	128030
2308	135118	128051
2309	135154	128015
2310	135106	128063
2311	135162	128007
2312	135094	128075
2313	135171	127998
2314	135127	128042
2315	135121	128048
2316	135113	128056
2317	135187	127982
2318	135106	128063
2319	135122	128047
2320	135125	128044
2321	135163	128006
2322	135117	128052
2323	135146	128023
2324	135106	128063
2325	135154	128015
2326	135126	128043
2327	135145	128024
2328	135103	128066
2329	135188	127981
2330	135096	128073
2331	135129	128040
2332	135133	128036
2333	135145	128024
2334	135121	128048
2335	135154	128015
2336	135101	128068
2337	135158	128011
2338	135129	128040
2339	135139	128030
2340	135087	128082
2341	135201	127968
2342	135112	128057
2343	135130	128039
2344	135115	128054
2345	135150	128019
2346	135116	128053
2347	135152	128017
2348	135112	128057
2349	135159	128010
2350	135129	128040
2351	135124	128045
2352	135112	128057
2353	135179	127990
2354	135104	128065
2355	135134	128035
2356	135127	128042
2357	135163	128006
2358	135111	128058
2359	135152	128017
2360	135092	128077
2361	135163	128006
2362	135138	128031
2363	135129	128040
2364	135100	128069
2365	135178	127991
2366	135114	128055
2367	135136	128033
2368	135113	128056
2369	135171	127998
2370	135097	128072
2371	135167	128002
2372	135106	128063
2373	135150	128019
2374	135142	128027
2375	135109	128060
2376	135117	128052
2377	135186	127983
2378	135098	128071
2379	135132	128037
2380	135124	128045
2381	135160	128009
2382	135115	128054
2383	135161	128008
2384	135102	128067
2385	135152	128017
2386	135122	128047
2387	135141	128028
2388	135108	128061
2389	135173	127996
2390	135114	128055
2391	135130	128039
2392	135119	128050
2393	135162	128007
2394	135112	128057
2395	135154	128015
2396	135095	128074
2397	135175	127994
2398	135130	128039
2399	135125	128044
2400	135089	128080
2401	135194	127975
2402	135116	128053
2403	135118	128051
2404	135140	128029
2405	135146	128023
2406	135121	128048
2407	135154	128015
2408	135093	128076
2409	135160	128009
2410	135119	128050
2411	135144	128025
2412	135111	128058
2413	135182	127987
2414	135103	128066
2415	135127	128042
2416	135128	128041
2417	135156	128013
2418	135115	128054
2419	135160	128009
2420	135098	128071
2421	135156	128013
2422	135129	128040
2423	135131	128038
2424	135098	128071
2425	135185	127984
2426	135115	128054
2427	135137	128032
2428	135118	128051
2429	135160	128009
2430	135105	128064
2431	135150	128019
2432	135116	128053
2433	135158	128011
2434	135131	128038
2435	135117	128052
2436	135107	128062
2437	135193	127976
2438	135101	128068
2439	135140	128029
2440	135115	128054
2441	135158	128011
2442	135115	128054
2443	135154	128015
2444	135101	128068
2445	135146	128023
2446	135151	128018
2447	135131	128038
2448	135100	128069
2449	135187	127982
2450	135095	128074
2451	135138	128031
2452	135119	128050
2453	135165	128004
2454	135112	128057
2455	135146	128023
2456	135103	128066
2457	135165	128004
2458	135126	128043
2459	135129	128040
2460	135113	128056
2461	135182	127987
2462	135118	128051
2463	135118	128051
2464	135123	128046
2465	135158	128011
2466	135100	128069
2467	135173	127996
2468	135098	128071
2469	135156	128013
2470	135126	128043
2471	135136	128033
2472	135109	128060
2473	135177	127992
2474	135113	128056
2475	135127	128042
2476	135128	128041
2477	135151	128018
2478	135121	128048
2479	135157	128012
2480	135079	128090
2481	135175	127994
2482	135133	128036
2483	135127	128042
2484	135106	128063
2485	135176	127993
2486	135117	128052
2487	135126	128043
2488	135126	128043
2489	135163	128006
2490	135097	128072
2491	135160	128009
2492	135113	128056
2493	135159	128010
2494	135124	128045
2495	135129	128040
2496	135102	128067
2497	135192	127977
2498	135100	128069
2499	135128	128041
2500	135124	128045
2501	135157	128012
2502	135127	128042
2503	135150	128019
2504	135103	128066
2505	135149	128020
2506	135133	128036
2507	135135	128034
2508	135097	128072
2509	135194	127975
2510	135103	128066
2511	135134	128035
2512	135120	128049
2513	135150	128019
2514	135120	128049
2515	135147	128022
2516	135112	128057
2517	135165	128004
2518	135126	128043
2519	135129	128040
2520	135093	128076
2521	135189	127980
2522	135103	128066
2523	135147	128022
2524	135123	128046
2525	135151	128018
2526	135111	128058
2527	135159	128010
2528	135101	128068
2529	135146	128023
2530	135138	128031
2531	135132	128037
2532	135111	128058
2533	135177	127992
2534	135113	128056
2535	135116	128053
2536	135126	128043
2537	135180	127989
2538	135105	128064
2539	135156	128013
2540	135088	128081
2541	135165	128004
2542	135134	128035
2543	135117	128052
2544	135113	128056
2545	135183	127986
2546	135106	128063
2547	135138	128031
2548	135121	128048
2549	135161	128008
2550	135103	128066
2551	135165	128004
2552	135102	128067
2553	135158	128011
2554	135124	128045
2555	135125	128044
2556	135115	128054
2557	135173	127996
2558	135121	128048
2559	135131	128038
2560	135114	128055
2561	135158	128011
2562	135114	128055
2563	135161	128008
2564	135098	128071
2565	135153	128016
2566	135141	128028
2567	135132	128037
2568	135093	128076
2569	135194	127975
2570	135100	128069
2571	135125	128044
2572	135139	128030
2573	135152	128017
2574	135113	128056
2575	135148	128021
2576	135099	128070
2577	135174	127995
2578	135114	128055
2579	135142	128027
2580	135100	128069
2581	135187	127982
2582	135116	128053
2583	135126	128043
2584	135121	128048
2585	135143	128026
2586	135125	128044
2587	135154	128015
2588	135105	128064
2589	135154	128015
2590	135127	128042
2591	135136	128033
2592	135104	128065
2593	135191	127978
2594	135103	128066
2595	135126	128043
2596	135126	128043
2597	135162	128007
2598	135109	128060
2599	135152	128017
2600	135101	128068
2601	135162	128007
2602	135134	128035
2603	135126	128043
2604	135105	128064
2605	135183	127986
2606	135103	128066
2607	135142	128027
2608	135121	128048
2609	135158	128011
2610	135100	128069
2611	135162	128007
2612	135106	128063
2613	135152	128017
2614	135149	128020
2615	135118	128051
2616	135104	128065
2617	135180	127989
2618	135109	128060
2619	135134	128035
2620	135106	128063
2621	135175	127994
2622	135122	128047
2623	135146	128023
2624	135099	128070
2625	135153	128016
2626	135133	128036
2627	135135	128034
2628	135112	128057
2629	135185	127984
2630	135097	128072
2631	135129	128040
2632	135126	128043
2633	135157	128012
2634	135100	128069
2635	135168	128001
2636	135109	128060
2637	135160	128009
2638	135126	128043
2639	135123	128046
2640	135104	128065
2641	135183	127986
2642	135118	128051
2643	135128	128041
2644	135130	128039
2645	135143	128026
2646	135118	128051
2647	135163	128006
2648	135085	128084
2649	135174	127995
2650	135118	128051
2651	135136	128033
2652	135105	128064
2653	135181	127988
2654	135120	128049
2655	135113	128056
2656	135129	128040
2657	135169	128000
2658	135111	128058
2659	135151	128018
2660	135098	128071
2661	135157	128012
2662	135131	128038
2663	135136	128033
2664	135098	128071
2665	135181	127988
2666	135108	128061
2667	135139	128030
2668	135127	128042
2669	135149	128020
2670	135116	128053
2671	135160	128009
2672	135099	128070
2673	135159	128010
2674	135128	128041
2675	135121	128048
2676	135106	128063
2677	135196	127973
2678	135102	128067
2679	135133	128036
2680	135117	128052
2681	135164	128005
2682	135115	128054
2683	135145	128024
2684	135115	128054
2685	135148	128021
2686	135136	128033
2687	135131	128038
2688	135100	128069
2689	135187	127982
2690	135095	128074
2691	135145	128024
2692	135128	128041
2693	135154	128015
2694	135110	128059
2695	135148	128021
2696	135106	128063
2697	135154	128015
2698	135136	128033
2699	135138	128031
2700	135093	128076
2701	135187	127982
2702	135116	128053
2703	135130	128039
2704	135113	128056
2705	135161	128008
2706	135113	128056
2707	135161	128008
2708	135092	128077
2709	135162	128007
2710	135131	128038
2711	135116	128053
2712	135128	128041
2713	135182	127987
2714	135105	128064
2715	135119	128050
2716	135128	128041
2717	135166	128003
2718	135107	128062
2719	135163	128006
2720	135091	128078
2721	135163	128006
2722	135125	128044
2723	135133	128036
2724	135106	128063
2725	135174	127995
2726	135126	128043
2727	135130	128039
2728	135117	128052
2729	135156	128013
2730	135099	128070
2731	135170	127999
2732	135102	128067
2733	135161	128008
2734	135136	128033
2735	135124	128045
2736	135100	128069
2737	135186	127983
2738	135104	128065
2739	135128	128041
2740	135130	128039
2741	135155	128014
2742	135121	128048
2743	135147	128022
2744	135102	128067
2745	135159	128010
2746	135126	128043
2747	135142	128027
2748	135109	128060
2749	135180	127989
2750	135097	128072
2751	135133	128036
2752	135123	128046
2753	135154	128015
2754	135119	128050
2755	135149	128020
2756	135106	128063
2757	135167	128002
2758	135129	128040
2759	135132	128037
2760	135079	128090
2761	135206	127963
2762	135112	128057
2763	135123	128046
2764	135128	128041
2765	135147	128022
2766	135119	128050
2767	135151	128018
2768	135108	128061
2769	135155	128014
2770	135128	128041
2771	135131	128038
2772	135114	128055
2773	135178	127991
2774	135102	128067
2775	135136	128033
2776	135122	128047
2777	135164	128005
2778	135105	128064
2779	135163	128006
2780	135096	128073
2781	135153	128016
2782	135140	128029
2783	135128	128041
2784	135105	128064
2785	135174	127995
2786	135109	128060
2787	135142	128027
2788	135112	128057
2789	135171	127998
2790	135110	128059
2791	135155	128014
2792	135100	128069
2793	135157	128012
2794	135133	128036
2795	135113	128056
2796	135118	128051
2797	135190	127979
2798	135110	128059
2799	135118	128051
2800	135122	128047
2801	135166	128003
2802	135106	128063
2803	135168	128001
2804	135099	128070
2805	135149	128020
2806	135134	128035
2807	135132	128037
2808	135103	128066
2809	135183	127986
2810	135104	128065
2811	135141	128028
2812	135125	128044
2813	135151	128018
2814	135114	128055
2815	135147	128022
2816	135101	128068
2817	135175	127994
2818	135120	128049
2819	135133	128036
2820	135098	128071
2821	135182	127987
2822	135125	128044
2823	135120	128049
2824	135133	128036
2825	135150	128019
2826	135110	128059
2827	135158	128011
2828	135096	128073
2829	135162	128007
2830	135122	128047
2831	135142	128027
2832	135102	128067
2833	135187	127982
2834	135105	128064
2835	135126	128043
2836	135133	128036
2837	135150	128019
2838	135124	128045
2839	135156	128013
2840	135086	128083
2841	135158	128011
2842	135136	128033
2843	135129	128040
2844	135102	128067
2845	135189	127980
2846	135111	128058
2847	135135	128034
2848	135113	128056
2849	135164	128005
2850	135102	128067
2851	135150	128019
2852	135125	128044
2853	135155	128014
2854	135127	128042
2855	135121	128048
2856	135109	128060
2857	135189	127980
2858	135095	128074
2859	135138	128031
2860	135121	128048
2861	135164	128005
2862	135114	128055
2863	135153	128016
2864	135099	128070
2865	135146	128023
2866	135146	128023
2867	135135	128034
2868	135104	128065
2869	135182	127987
2870	135101	128068
2871	135134	128035
2872	135115	128054
2873	135161	128008
2874	135117	128052
2875	135154	128015
2876	135099	128070
2877	135163	128006
2878	135137	128032
2879	135122	128047
2880	135102	128067
2881	135189	127980
2882	135110	128059
2883	135129	128040
2884	135122	128047
2885	135153	128016
2886	135107	128062
2887	135168	128001
2888	135102	128067
2889	135161	128008
2890	135115	128054
2891	135137	128032
2892	135114	128055
2893	135170	127999
2894	135125	128044
2895	135114	128055
2896	135129	128040
2897	135163	128006
2898	135104	128065
2899	135163	128006
2900	135090	128079
2901	135173	127996
2902	135135	128034
2903	135118	128051
2904	135101	128068
2905	135183	127986
2906	135107	128062
2907	135136	128033
2908	135131	128038
2909	135153	128016
2910	135111	128058
2911	135156	128013
2912	135101	128068
2913	135163	128006
2914	135121	128048
2915	135137	128032
2916	135105	128064
2917	135183	127986
2918	135106	128063
2919	135129	128040
2920	135118	128051
2921	135158	128011
2922	135126	128043
2923	135153	128016
2924	135106	128063
2925	135140	128029
2926	135142	128027
2927	135135	128034
2928	135092	128077
2929	135197	127972
2930	135099	128070
2931	135130	128039
2932	135126	128043
2933	135161	128008
2934	135114	128055
2935	135142	128027
2936	135107	128062
2937	135170	127999
2938	135121	128048
2939	135129	128040
2940	135101	128068
2941	135192	127977
2942	135104	128065
2943	135142	128027
2944	135123	128046
2945	135145	128024
2946	135115	128054
2947	135156	128013
2948	135104	128065
2949	135147	128022
2950	135137	128032
2951	135133	128036
2952	135111	128058
2953	135176	127993
2954	135110	128059
2955	135128	128041
2956	135122	128047
2957	135173	127996
2958	135104	128065
2959	135161	128008
2960	135087	128082
2961	135160	128009
2962	135134	128035
2963	135121	128048
2964	135114	128055
2965	135184	127985
2966	135116	128053
2967	135128	128041
2968	135117	128052
2969	135164	128005
2970	135095	128074
2971	135169	128000
2972	135106	128063
2973	135159	128010
2974	135131	128038
2975	135115	128054
2976	135110	128059
2977	135182	127987
2978	135117	128052
2979	135133	128036
2980	135116	128053
2981	135154	128015
2982	135125	128044
2983	135149	128020
2984	135092	128077
2985	135165	128004
2986	135129	128040
2987	135142	128027
2988	135101	128068
2989	135183	127986
2990	135102	128067
2991	135126	128043
2992	135136	128033
2993	135156	128013
2994	135101	128068
2995	135156	128013
2996	135109	128060
2997	135159	128010
2998	135128	128041
2999	135139	128030
3000	135095	128074
3001	135189	127980
3002	135104	128065
3003	135129	128040
3004	135133	128036
3005	135140	128029
3006	135130	128039
3007	135153	128016
3008	135093	128076
3009	135163	128006
3010	135122	128047
3011	135139	128030
3012	135103	128066
3013	135188	127981
3014	135114	128055
3015	135119	128050
3016	135116	128053
3017	135170	127999
3018	135114	128055
3019	135148	128021
3020	135105	128064
3021	135162	128007
3022	135135	128034
3023	135121	128048
3024	135102	128067
3025	135184	127985
3026	135100	128069
3027	135147	128022
3028	135123	128046
3029	135156	128013
3030	135101	128068
3031	135165	128004
3032	135110	128059
3033	135146	128023
3034	135142	128027
3035	135118	128051
3036	135110	128059
3037	135184	127985
3038	135104	128065
3039	135132	128037
3040	135110	128059
3041	135172	127997
3042	135116	128053
3043	135158	128011
3044	135099	128070
3045	135153	128016
3046	135133	128036
3047	135129	128040
3048	135109	128060
3049	135182	127987
3050	135104	128065
3051	135131	128038
3052	135124	128045
3053	135158	128011
3054	135111	128058
3055	135156	128013
3056	135105	128064
3057	135162	128007
3058	135124	128045
3059	135132	128037
3060	135099	128070
3061	135182	127987
3062	135123	128046
3063	135128	128041
3064	135124	128045
3065	135149	128020
3066	135109	128060
3067	135165	128004
3068	135089	128080
3069	135172	127997
3070	135128	128041
3071	135126	128043
3072	135107	128062
3073	135185	127984
3074	135106	128063
3075	135116	128053
3076	135146	128023
3077	135161	128008
3078	135112	128057
3079	135147	128022
3080	135091	128078
3081	135166	128003
3082	135122	128047
3083	135143	128026
3084	135105	128064
3085	135173	127996
3086	135118	128051
3087	135136	128033
3088	135115	128054
3089	135156	128013
3090	135110	128059
3091	135163	128006
3092	135106	128063
3093	135147	128022
3094	135137	128032
3095	135127	128042
3096	135095	128074
3097	135202	127967
3098	135100	128069
3099	135135	128034
3100	135117	128052
3101	135154	128015
3102	135126	128043
3103	135143	128026
3104	135109	128060
3105	135153	128016
3106	135132	128037
3107	135127	128042
3108	135114	128055
3109	135189	127980
3110	135093	128076
3111	135138	128031
3112	135123	128046
3113	135160	128009
3114	135102	128067
3115	135153	128016
3116	135109	128060
3117	135159	128010
3118	135135	128034
3119	135132	128037
3120	135092	128077
3121	135190	127979
3122	135115	128054
3123	135129	128040
3124	135117	128052
3125	135159	128010
3126	135116	128053
3127	135155	128014
3128	135096	128073
3129	135155	128014
3130	135131	128038
3131	135130	128039
3132	135121	128048
3133	135177	127992
3134	135110	128059
3135	135122	128047
3136	135125	128044
3137	135161	128008
3138	135103	128066
3139	135172	127997
3140	135089	128080
3141	135166	128003
3142	135132	128037
3143	135123	128046
3144	135107	128062
3145	135170	127999
3146	135119	128050
3147	135139	128030
3148	135120	128049
3149	135159	128010
3150	135104	128065
3151	135159	128010
3152	135099	128070
3153	135170	127999
3154	135130	128039
3155	135122	128047
3156	135101	128068
3157	135188	127981
3158	135112	128057
3159	135115	128054
3160	135132	128037
3161	135163	128006
3162	135114	128055
3163	135151	128018
3164	135108	128061
3165	135149	128020
3166	135129	128040
3167	135145	128024
3168	135100	128069
3169	135186	127983
3170	135088	128081
3171	135141	128028
3172	135128	128041
3173	135146	128023
3174	135128	128041
3175	135152	128017
3176	135099	128070
3177	135165	128004
3178	135121	128048
3179	135133	128036
3180	135096	128073
3181	135193	127976
3182	135118	128051
3183	135124	128045
3184	135117	128052
3185	135155	128014
3186	135119	128050
3187	135152	128017
3188	135110	128059
3189	135153	128016
3190	135131	128038
3191	135127	128042
3192	135101	128068
3193	135192	127977
3194	135101	128068
3195	135131	128038
3196	135131	128038
3197	135162	128007
3198	135108	128061
3199	135159	128010
3200	135090	128079
3201	135156	128013
3202	135139	128030
3203	135129	128040
3204	135108	128061
3205	135172	127997
3206	135113	128056
3207	135142	128027
3208	135111	128058
3209	135169	128000
3210	135100	128069
3211	135158	128011
3212	135111	128058
